,Term,Emic_Term,Translit,Scope,Tags,UID,JoinKey,Def,Spec,Source
285,mahzar,محضر,,islam,legaldocument_type,255,163,"""The mahdar refers to any of two different types of document: (1) a statement made by witnesses to the effect that someone has, for instance, sold, bought, pledged or acknowledged something. 'It consists of that upon which the judge's decision is based'; (2) a record of the two parties' actions and claims taking place in the presence of the qadd, who must sign it before witnesses in order for it to be complete.""",,
286,mahzar,محضر,,islam,legaldocument_type,349,163,"""Most of them relate to grievances of an area, especially, restoratin of madad-i-maash grants or a request from the grantees for non-interference of revenue officials in their grants.""",mughals,
287,mahzar,محضر,,islam,legaldocument_type,632,163,"""Before the matter was finally settled in favour of the heir, in view of some dispute that might crop up in regard to his title, the jagirdar or the nuvvab of the pargana executed a document attested by the qadi and other witnesses to bear testimony to the confirmed possession of the old grant in favour of the recipient of the relevant documents. It was just like a public recognition of the possession by the heir thereof... The details were recorded in the form of a mahdar-nama which was attested by the seal of the qadi and signed by the witnesses.""",mughals,983.0
288,mahzar,محضر,,islam,legaldocument_type,707,163,"""Mahzar Nama (Collective Testimony): A Mahzar Nama is similar to an affidavit. It consists of a statement of facts regarding a property, a person or certain events, solicited by specific persons, and attested to by their professional and social associates. Such a document was usually prepared in the context of a legal dispute, sometimes to replace missing or damaged legal deeds. It was nearly always sealed and verified by an Islamic judge, a qazi. Mughal Mahzar Namas often began with a quote from the Quran exhorting witnesses not to conceal testimony. They were different from mahzars in the Marathi-writing parts of the country, which were records of decisions made by judicial assemblies. In Sunni Hanafi legal texts such as the imperially sponsored Fatawa-yi Alamgiri, mahzars are similarly described as documents that recorded the proceedings of a legal dispute.""",india,992.0
289,sukuk,صکوک,,,financial,256,164,"""Sukuk, which include contracts of sale, pledges, acknowledgements, gifts, donations and other instruments, including adhkdr huquq. These are also known as hujjas and wathiqas, although they also refer, as Ibn Nujaym states, to mahddir and sijillat.""",,
290,nadiri,نادری,nādirī,iran,money,261,167,"In late 18th-century Iran: ""The main currencies were the Indian gold rupee, the Persian silver rupee, and the silver naderis"" (Floor, “The Persian Economy in the Eighteenth Century,"" 145).",iran,
291,mazar'i,مزارع,,,,269,168,"""hamlet"" as compared with قریه, ""village""",iran,715.0
292,daymi,دیمی,,,agriculture,270,169,"""Nurtured by rain only (sown fields).""",,716.0
293,isqat,اسقاط,,,law,271,171,"﻿""the parties agreed on the exclusion of legal legal actions concerning all rights of withdrawal"": ﻿طرفین اسقاط جمیع خیارات فسخ گردید",iran,715.0
294,salghut,سلغوت,,khorezm,taxes,275,172,"""The first two Qonghrat khans, who ruled the khanate of Khiva from 1804, introduced a new system of taxation. The land tax (salghut) in monetary form was imposed on all landowners, who were divided into three categories according to the size of their lands...""",khorezm,
295,nuri,نوری,nūrī,transoxania,agriculture,286,174,Attested in manuscript sources as well: [ان ایشان] را بنورکشی فرموده اند و به خر نوری کشانیده اند,bukhara,232.0
296,insan-i kamil,انسان کامل,,,sufiphrase,276,175,title assumed by Akbar,mughals,
297,paranji,,,transoxania,,277,177,Formally banned in 1947.,,
298,fatwa,فتوی,,islam,law,279,179,"""In the post-Stalin period, however, the meaning of the term underwent a process of change whereby it came to denote an Islamic legal “ruling” (Uzb. buyruq), or at least this is the way in which Uzbeks referred to SADUM’s fatwas between the 1960s and the 1980s... This change in meaning should not come as a surprise for, as early as the 1940s, CARC itself began to refer to fatwas as shariatskie ukazy (Rus. “sharia-based resolutions”)""",soviet,
299,patta,,,soviet,soviet,281,180,"Soviet Islamic genre of citizen religious questions: ""Such letters vary in generic composition ranging from questions of Islamic jurisprudence and issues of ethics to complaints about specific fatwas issued by SADUM and conflicts among various religious groups in Uzbekistan. Interestingly, some of them include answers (Uzb. javob), often formulated in Soviet Uzbek bureaucratese and thus in an exceedingly laconic fashion, which the Spiritual Board issued to its appellants.""",,
300,patta,,,soviet,soviet,481,180,deed,india,936.0
301,patta,,,soviet,soviet,593,180,this is different from a permanent revenue grant; the holder has leased the rights to a piece of land; used internally by the Rajputs,india,
302,sayl,سیل,,islam,ritual,282,181,"""Sayil (lit. ‘flowing’) is a term used to denote a complex of celebrations, devotional rites, and fares held during Muslim saints-day festivals in the vicinity of Muslim shrines. They were usually held in spring, after the Nouruz (the New Year according to the Iranian calendar) and in autumn.""",transoxania,
303,sayl,سیل,,islam,ritual,283,181,"""In the Soviet period during sayils Muslims travelled across republican borders to perform the ritual visitation to a shrine and live there in communities, also for several weeks.""",soviet,
304,sadr,,,transoxania,ritual,284,183,"""This ritual is performed usually in the house of the deceased. Women (and less often men) usually stand in a circle, dance, beat themselves on the chest, and repeat religious formulas as if they were singing. The most experienced woman leads the ritual (sadr-ona / sadr-boshi) often by singing the hikmats attributed to Xo’ja Ahmad Yasavi. The other participants stand in a circle and repeat the same formulas and move rhythmically to the center of the circle and back. The ritual of sadr can be accompanied by the loud zikr (zikr-i jahr), which is usually regarded as the hallmark of Sufism, and thus associated with other funerary rites of Sufi origin bearing different names such as zikr, jahr, samāʿ, pā.""",khorezm,
305,shiypon,,,transoxania,,285,184,"""This refers to the practice whereby during the summer collective farms supplied workers (divided into “brigades”) with temporary constructions including dormitories, kitchens, and a Lenin’s room.""",soviet,
306,halqa,حلقه,,islam,madrasa,287,185,"""A halqa was a professorial chair...""",arab_world,
307,fazilat-panah,فضیلت پناه,fażīlat panāh,transoxania,lawhonorific,289,186,"""'Refuge of excellence and jurisprudence,' official title for qāḍīs.""",bukhara,282.0
308,fard,فرد,,,,290,187,This term can refer to an intermediate stage between a document and its entry into a registry (daftar); a few survive in the Safavid case.,safavids,
309,wazifa,وظیفه,,,,291,188,"Can mean ""stipend.""",safavids,
310,naql,نقل,naql,,,292,189,"This term almost always refers to narrative storytelling; different from Qur'anic recitation, for instance.",xinjiang,
311,mard-i kalan,مرد کلان,,,phrasesufi,293,190,"Always used to refer to a sufi master, often uttered by a soon-to-be student.",xinjiang,
312,manzil,,,,,295,192,"""waystation"" in Ottoman Empire",ottomans,
313,arz-i hal,عرض حال,,,subordinate_to_superior,298,193,"In the Ottoman system, an arz goes from a lower official to a higher one, whereas the arz-i hal comes from a commoner with no status to an official.",ottomans,
314,anbar,انبار,,,,299,194,"In Safavid contexts, this sometimes refers to a store of documents specifically.",safavids,
315,tamgha,تمغا,,transoxania,taxessignatureseal,300,195,﻿Customs duties and commercial taxes; frequently used to denote all taxes contrary to the shari'a and therefore was often the target of pious Muslims seeking to abrogate such non-canonical levies.,,
316,tamgha,تمغا,,transoxania,taxessignatureseal,301,195,"﻿An abstract seal or stamp used by Eurasian nomadic peoples and by cultures influenced by them. The tamga was normally the emblem of a particular tribe, clan or family. They were common among the Eurasian nomads throughout Classical Antiquity and the Middle Ages (including Alans, Mongols, Sarmatians, Scythians and Turkic peoples).",,
317,tamgha,تمغا,,transoxania,taxessignatureseal,614,195,"""A word of foreign importation, it came to mean in India as a grant under the red seal of the Emperor, or to which red ink was applied... Such land assignments were reserved for an officer who applied for a grant as a state pension in his own home village (ba-jihat-i-vaṭan) in which he was born or desired to settle down.""",mughals,983.0
318,tamgha,تمغا,,transoxania,taxessignatureseal,862,195,"example of word being used in Russian to indicate a mark (in this case an 'X') in place of a signature at the end of a document : ""К сему прошению простел Умир Матьханов приложил тамгу X"". i.e. the document was written by a scribe fluent in Russian, but the petitioner was illiterate.",bukhara,1263.0
319,tamgha,تمغا,,transoxania,taxessignatureseal,878,195,Turki formula for using a symbol in place of a signature: شول سوزیمنی راست لیغینه قولوم قیوب تمخم باسدوم,russian_turkestan,1135.0
320,hikmat-i mutlaq,حکمت مطلق,,,philosophical,302,197,Equated with Islamic law in Akhlaq literature.,,
321,siyasat,سیاست,,,,303,198,"""The ruler, who is conceived of as an absolute monarch (malik ala al-itlaq), maintains justice and the hierarchical structuring of society through his coercive capacity (siyiasat), a term which is usually translated loosely as ""government,"" but which had a more specific meaning in medieval political advice literature.""",,
322,chakida,چکیده,,transoxania,narcotics,305,200,"""tablets produced from dried, raw opium""",bukhara,205.0
323,haq dustur,حق دستور,,indic,taxes,310,202,a kind of allowance granted to (late) Mughal officials from the land,,
324,khana-zad,خانه زاد,,,slaverylegal,314,205,"""referring to the children of slaves, who were automatically en­ slaved but could not be sold on the open market""",,
325,umm-walad,ام ولد,,,slaverylegal,315,206,"""referring to enslaved women who had borne children by their owners and would thus be guaranteed manumission upon the owner’s death""",,
326,mukatab,مکاتب,,,slaverylegal,316,207,"""referring to slaves who had concluded a contract with their owners specifying that they could buy their own freedom after a certain period""",,
327,tugh,,,transoxania,ritual,317,208,"""banner, standard (on which prayer flags are tied; often placed at shrines or used in healing rituals)""",,768.0
328,tugh,,,transoxania,ritual,346,208,example of term referring a kind of grass,,82.0
329,sar-ristha-dari,,sar-rishta-dārī,,clerkship,320,209,"Three individuals must serve in this capacity, two of whom must be literate; and other extensive details in Qanuncha treatise.",deccan,788.0
330,ishtihar-nama,اشتهار نامه,ishtihār-nāma,indic,document_type,322,210,"In the Qanuncha, the Hakim-i Adalat is to issue public notices about topics the populace might be ignorant of as he sees fit.",deccan,788.0
331,ishtihar-nama,اشتهار نامه,ishtihār-nāma,indic,document_type,323,210,"The ishtihar-nama also notifies the public of serious crimes committed and the ensuing punishments, to serve as a warning (Qanuncha): از فساد و جنگ و جدال باز آیند و اشتهار نامه بترکیب خوش آینده باید نمود که نزد دانایان خوبتر نماید و در دلهای رعایا و غیره رعب سرکار رویی نماید که از فساد باز دهند",deccan,788.0
332,ishtihar-nama,اشتهار نامه,ishtihār-nāma,indic,document_type,402,210,"""In Indian administration this document is not noticeable before the domination of the British. The use of this document appears to have been borrowed from British administration.""",deccan,810.0
333,ishtihar-nama,اشتهار نامه,ishtihār-nāma,indic,document_type,710,210,"""Ishtihar (Proclamation, Public Notice): These appear to be a nineteenth-century innovation, used to make public declarations of new legislation, or of new arrangements in princely states. They were frequently printed, and hence intended for wider distribution.""",india,992.0
334,kothi,,kōt̥hī,indic,building,324,211,"""A granary, a barn... a warehouse; a factory; a treasury; banking-house, bank...""",india,528.0
335,kothi,,kōt̥hī,indic,building,325,211,"In Hyderabad, seems to have been a barn, based on this example: و درین کوٹھی سی صد و شصت گاوانِ مادیه معه یکهزار گوسفندان و [ص ۱۳] یکصد راسانِ گاو میش مالِ سرکار باحتیاطِ تمام بهر جائیکه در تعلقه آب و کاه وافر باشد بدارند",deccan,789.0
336,piyada,,,,military,326,212,"In South Asian context, this often means foot-soldier.",india,528.0
337,manqula,منقوله,manqūla,islam,propertylaw,327,214,"""Personal or moveable, in opposition to real property.""",india,508.0
338,nazim,ناظم,nāẓim,,legal,328,215,"""... the superior officer or governor of a province charged with the administration of criminal law and the police...""",india,508.0
339,lambar,لمبر,lambar,indic,,329,216,"""Number; aggregate number of marks (as obtained at an examination); rank; turn...""",india,528.0
340,lambar,لمبر,lambar,indic,,330,216,"""lambar-wār, adj. In order; by turns.""",india,528.0
341,lambar,لمبر,lambar,indic,,331,216,ازم هست که سماعت عذرات فریقین به ترتیب لمبر سازد,deccan,790.0
342,iqbal,,,,legal,333,217,confession,,528.0
343,iqbal,,,,legal,334,217,section heading: در باب اخذ اقبال مدعی علیه و مخبر قرار دادنش بحق دیگر مدعی علیهم,,791.0
344,qara'in,قرائن,,,legal,335,218,legal circumstances,,528.0
345,suragh,سراغ,surāgh,,police,336,219,clue,,528.0
346,suragh,سراغ,surāgh,,police,337,219,example of surāgh to mean 'clue' / 'evidence',deccan,791.0
347,hata,حاطه,ḥāṭa,indic,building,338,220,"""Premises, an enclosure, court-yard, 'compound' (in Anglo-Indian phraseology).""",,528.0
348,hata,حاطه,ḥāṭa,indic,building,339,220,"contraction of إِحاطَة (surrounding, encompassing)",,528.0
349,japak,جاپک,jāpak,indic,,340,221,"""One who mutters prayers and counts his beads, one who recites to himself.""",,528.0
350,mukus,مکوس,mukūs,,,341,222,"During Mongol times, may have been synonymous with the Tamgha: ""mukūs: doubtless the tax on commercial transactions, known as the tamgha, and probably other, more obviously non-Islamic taxes.""",mongols,
351,bejagardi,بیجاگردی,bē-jā-gardī,transoxania,,342,223,,,79.0
352,bejagardi,بیجاگردی,bē-jā-gardī,transoxania,,866,223,"гандагардӣ, айёшӣ",transoxania,1065.0
353,daman-gir,دامنگیر,dāman-gīr,transoxania,,345,224,,,82.0
354,murasalat,,murāsalāt,persianate,,347,225,"common term for official correspondence, e.g. in 1909 manual published for Russian consulate in Iran: رسالۀ مختصری برای دانستن طریق مراسلاتیکه از قونسولگریها نوشته می شود",iran,461.0
355,gahri,گھڑی,,indic,time,354,226,"""the space of twenty-two and a half minutes""",india,
356,pahr,پہر,,indic,time,355,227,"""a division of time consisting of eight گھری or three hours: an eighth part of a day""",india,
357,zimn,ضمن,,islam,document_structure,357,228,"For instance, summary comments on the back of a farman, signatures, comments. Usually written in shorthand, abbreviations, for administrative purposes. This also includes seals and endorsements, which are often affixed to the back of a document.",mughals,
358,zimn,ضمن,,islam,document_structure,385,228,"The zimn actually contained *more* information than the main part of the document (the matn). This is why the phrase ""ḥasab al-żimn"" or ""tafṣīl-i żimn"" are so common -- they are referring the readers to more details on the back.",mughals,
359,farman-i siyasi,فرمان سیاسی,,,royaldecree,358,230,"""Royal missives addressed to any private or official person. Definite style of addressing the person to whom it is sent: high-flown rhyming titles and complimentary epithets, ending with the proper name of the addresssee, followed by an assurance of royal favour.""",mughals,
360,farman-i mulki wa mali,فرمان ملکی و مالی,,,decreeroyal,359,231,"A category of farman for when the Emperor dealt with administrative, religious, commercial matters himself.",,
361,muhr,مهر,,persianate,certification,363,232,"In Mughal documents, the seal usually appears alongside the tughra.",mughals,
362,muhr,مهر,,persianate,certification,364,232,"In Mughal dynastic seals, the center was the name of the ruler, and then the ring around it had the dynastic line going back to Timur.",mughals,
363,muhr,مهر,,persianate,certification,365,232,Seals were usually kept in the harem as a means of protection.,mughals,
364,muhr,مهر,,persianate,certification,369,232,"Mughal seals were often upside down, because the documents (e.g. farmans) were rolled up from the top of the document; so this way the endorsements were the first thing one saw as one unrolled it. (This is from Abu Fazl's account.)",mughals,
365,muhr,مهر,,persianate,certification,436,232,"Seals often included the name of the ruler in adjective form to qualify the type of noble, e.g. حسین قلی خان نظام الملکی, i.e. Husayn Quli Khan, a noble associated with Nizam al-Mulk. The higher authority’s name would usually come on top.",mughals,
366,be-zawal,بیزوال,bē-zawāl,,honorificplace_epithet,366,233,"In Safavid context, used to refer to the state (dawlat-i bē-zawāl), ""the eternal domain.""",safavids,
367,yaddasht,یادداشت,,,document_type,409,234,"In the early Asaf Jahi period: ""According to him [Jadunath Sarkar] a Yaddasht was an abstract memo submitted by an Amin to a Diwan.""",deccan,810.0
368,roznamcha,روزنامچه,,persianate,document_type,367,235,Record of daily interactions in the Mughal court recorded by the wāqiʿa-nawīs; that record of court dealings would in turn be used to write a farman.,mughals,
369,roznamcha,روزنامچه,,persianate,document_type,383,235,"The roznamcha was holistic, including all sorts of superfluous details; those details were edited out for the yaddashts, and then further edited for the decrees.",,
370,roznamcha,روزنامچه,,persianate,document_type,448,235,"The roznamcha was a lower level than the waqai; they contained words, events, that were stricken from the record in waqai for instance.",mughals,
371,roznamcha,روزنامچه,,persianate,document_type,530,235,"Note by Mir Munshi, Abd al-Rahman's secretary: ""The Roznamcha are the officers of the daily income and expenditure. This is the office in which copies of all the documents which are issued from every office, either for collecting the revenues or for spending them, are kept.""",afghanistan,948.0
372,taliqa,تعلیقه,,,document_structure,368,236,"The zimn on the back of the document was usually a taliqa, sometimes with a ẓayl below as well.",mughals,
373,nawbat,,,,,370,237,"In Mughal royal context, could mean the 'turn' of a noble to guard the royal court.",mughals,
374,getiy-sitan,,,persianate,honorificroyal,372,238,فاتح عالم,,8.0
375,dafatir-i khulud,دفاتر خلود,,,phrase,373,239,"A phrase referring to permanently kept records, attested in Safavid Iran.",safavids,
376,haqq al-nar,حق النار,,,money,376,240,"In minting coins, this is the small amount of gold or silver that is lost forever in the smelting process.",mughals,
377,abwab,,,indic,taxes,377,241,A kind of taxes.,mughals,
378,muqabala,مقابله,,,,378,243,The practice of meticulously comparing the copy to the original and making corrections.,mughals,
379,naql-i mutabiq-i asl,نقل مطابق اصل,,indic,phrase,379,244,"""True copy"" or ""certified copy""",india,
380,naql-i mutabiq-i asl,نقل مطابق اصل,,indic,phrase,380,244,Not uncommonly abbreviated simply to نقل,india,
381,naql-i mutabiq-i asl,نقل مطابق اصل,,indic,phrase,381,244,"This marks the copy that stayed in the chancellery; the original actually was kept by the individual, because it was their proof of a land grant (for instance) and legal protection.",india,
382,sabt-i daftar shud,ثبت دفتر شد,,,phrase,382,245,"This phrase, attested in Iran, attested that a copy was kept in the central chancery.",,
383,akhbarat,اخبارات,,,,384,246,"Note that news reports (اخبارات) were not actually the same thing as waqi'a; the waqi'a-nawis was an official position that wrote to the court, or worked in the court; the newsreporters were private.",,
384,akhbarat,اخبارات,,,,709,246,"""Akhbarat (Newsletters): The word khabar means 'news' in Arabic, and also in Persian and Urdu; akhbar is the plural of that word. Important nobles (see mansabdars) and external rulers posted wakils (representatives) at the Mughal court, who sent back regular reports of happenings. The best known of such Mughal-era newsletters are those that were sent back to the Kacchwaha court at Jaipur. Several of these were procured by the colonial official James Tod, and are currently housed at the Royal Asiatic Society Library, London. Several remained, however, in Jaipur, and are currently housed at the Rajasthan State Archives, Bikaner, where they have been digitised and may be consulted online. The tradition continued into the colonial period, for the early nineteenth century, newsletters reporting on the Mughal court in Delhi as well as mobile Maratha and Afghan encampments in central India continued to be produced for the English East India Company government and its agents. Some of these Company-period akhbarat are collected in the Persian manuscripts section of the British Library.""",india,992.0
385,chak-basta,چک بسته,,indic,,386,247,Example of this term in use in Akbar-era Gujarat farman: ﻿زمین مزبور را پیموده و چک بسته متصرف مشار الیه گذارند,mughals,809.0
386,,عظمت مدار,,,honorificplace_epithetphrase,387,248,سرکار عزمت مدار,deccan,779.0
387,abad-paydar,ابد پایدار,,,phrasehonorific,388,249,سرکار ابد پایدار,deccan,779.0
388,jannat-ashiyani,جنت اشیانی,,,honorificphrase,389,250,Epithet of Babur.,,779.0
389,khat,خط,,,document_type,395,252,"""The most common form of the mail received in an office were letters.""",deccan,810.0
390,khat,خط,,,document_type,396,252,"Khat was a general category that could refer to numerous levels of formality. For instance, ""a letter betwen equal was called Khat Namah, Maktub, Shuqqah, Ruqq'ah.""",deccan,810.0
391,ruq'a,رقعه,,,document_type,397,253,"Khat was a general category that could refer to numerous levels of formality. For instance, ""a letter betwen equal was called Khat Namah, Maktub, Shuqqah, Ruqq'ah.""",deccan,810.0
392,shuqqa,شقه,,,superior_to_juniordocument_type,398,254,"""a letter from a superior to an inferior was called Farman, Shuqqah, Ruqq'ah, Khat, Ashfaq Namah, Nawazish Namah, Inayat Namah""",deccan,810.0
393,shuqqa,شقه,,,superior_to_juniordocument_type,442,254,"In a Roznamcha, شقه جات is used to refer to royal letters dividing up a realm between tributaries (i.e. a British strategy to weaken princely states).",india,
394,tah-nama,ته نامه,,indic,diplomacydocument_type,400,255,"""The word Tah Namah is of an obscure origin. No standard Persian or Urdu dictionary carries a reference to it. The present writer could find its usage neither in chronicles nor in archival documents of an earlier period. This word is however employed in the documents of the administratino of Mir Nizam Al Khan and the chronicles of his time... We learn from Wilson that this word is also traceable in Marathi documents""",deccan,810.0
395,tah-nama,ته نامه,,indic,diplomacydocument_type,401,255,"Other equivalent or related terms: Iqrar-Nama, ʿAhd-wa-Paymān, Qawl-wa-Qarār",deccan,810.0
396,bartarafi,برطرفی,,,,406,256,"""termination of service""",mughals,810.0
397,ala al-hisab,علی الحساب,,,financial,407,257,"""Alal Hisab is an advance given beforehand. In any such advances were made out of a larger amount due to a party. There are instances when the Nobles, the Mansabdars, the Chaudhris and others requested the Nizam to sanction advances out of the amount due to them or which could be paid to them after the completion of a certain period of service.""",deccan,810.0
398,dast gardan,دست گردن,dast-gardan,,financial,408,258,"""'Hand loan' (Dast Gardan) for meeting household expenditure, payment of private loans, Special advances for marriage of daughters, sons, sister, nephews and nieces, Advances on termination of service (Bartarafi).""",deccan,810.0
399,tajwiz,تجویز,tajwīz,,,410,259,"Means ""idea"" or ""suggestion"" in modern Urdu.",india,
400,tajwiz,تجویز,tajwīz,,,411,259,"""The word tajwiz means a sentence, a decision a recommendation. Tajwiz namah-i alqab was a document in which alqab [titles] were proposed by the office and approved by a competent authority.""",,810.0
401,tajwiz,تجویز,tajwīz,,,455,259,"""Permitting, allowing; approving; permission; approbation; inquiring into, examining, considering; inquiry, investigation, consideration, deliberation; view, opinion, judgment; estimate; resolution.""",india,528.0
402,tajwiz-nama,تجویز نامه,,,document_type,412,260,"""A Tajwiz Namah was a document in which proposals were initiated by the administration. These proposals pertained to the grant of titles, In'am, or lands. A Tajwiz of a grant was made by the administration according to the qualifications, suitability and other condition of a case or cases.""",deccan,810.0
403,tajwiz-nama,تجویز نامه,,,document_type,454,260,note that تجویز means 'suggestion' in modern Urdu,india,
404,tajwiz-nama,تجویز نامه,,,document_type,640,260,"""A petition for a grant of a mansab submitted by a candidate, was sometimes recommended by a noble of the Court in his tajviz-nama."" In this usage sometimes synonymous with iltimās-nāma.",mughals,983.0
405,sanad,سند,,,land_grantdecreedocument_type,413,261,"Structural features of a Sanad under the Asaf Jahis: ""1. The seal of the granting authorities. 2. The name of the grantee. 3. The nature of the grant. 4. The particulars of a grant, such as specifications of the land or the revenue collections. 5. The conditions of the grant like obligations or exemption from certain taxes. 6. The administrative authorities who had to take action in such grants. 7. The duties of the grantee consequent to such grant. 8. The action required by the administrative authorities concerned. 9. The date. 10. In some cases the details of a grant are supplied on the back of a Sanad in the form of a note called Zimin or Ibarati-Zahuri or Zhur.""",deccan,810.0
406,sanad,سند,,,land_grantdecreedocument_type,434,261,"Sanads often have language much like farmans because they are based on the farman; the farman comes to the Subadar (or other mid-level functionary), and the functionary simply replicates the content of the farman.",,
407,sanad,سند,,,land_grantdecreedocument_type,462,261,"نوشته ای را که در مقام دعوی یا دفاع قابل استناد باشد ""سند"" گویند",iran,896.0
408,sanad,سند,,,land_grantdecreedocument_type,568,261,sanad-i dargāhī: a sanad issued by the royal court (i.e. not from a local Dargah sufi shrine),india,
409,takid,تاکید,,,document_type,414,262,"""In medieval Indian administration Takid was a document issued as a reminder or rejoinder regarding the implementation of orders contained in a Farman, Sanad or Parwanah. Normally a Takid was issued when it was felt that those concerned with the implementation of orders were delaying implementation under one pretext or other.""",mughals,810.0
410,nalish,نالش,,indic,legal,415,264,"""Complaint, statement of wrong and prayer of rdress, plaint, accusation (in a court of law).""",india,508.0
411,dast-khatt,دستخط,,,,417,265,In the Qajar context dast-khaṭṭ could mean an order with written approval of the Shah.,iran,
412,dast-khatt,دستخط,,,,418,265,Example of dast-khaṭṭ being used to refer to a government order.,deccan,808.0
413,dast-khatt,دستخط,,,,562,265,Example of the word sharḥ being used to indicate a copy of a signature: شرح دستخط نواب مستطاب معلیالقاب خورسند اشتهار,deccan,961.0
414,dast-khatt,دستخط,,,,904,265,"нома, руқъа, мактубча",,1065.0
415,dast-khatt,دستخط,,,,905,265,signature: از فقرای بخارای شریف ایل اییزیر عبری ولد نبیامین یکباب حویلیً بمحلّهً یهودیان بخارا داشته حق و ملک خودرا بمبلغ سه هزار هشتصد بیست چهار تنگه بمن  گَرَو مانده دستخط داده بهمین دستخط خودش وعده کرده نوشته بود,bukhara,1536.0
416,kifayat-farjam,کفایت فرجام,,,honorific,419,266,Attested in Indic farmans attached to عمال,mughals,
417,man'i u mazahim,مانع و مزاحم,,,formula,420,267,"Common generic formula in Indic documents for telling government employees not to bother someone. E.g. ﻿""Not a single individual of the Khalisa and Jagirdar should molest them or prevent them (from grazing): ﻿از خالصه و جاگیردار هیچ آفریده مزاحمت نرساند و مانع نیاید",india,
418,qilada,قلاده,,,,421,268,"Term used for counting numbers of animals -- in this case camels, dogs, etc., similar to zanjir (for elephants) and ra's (livestock).",india,
419,jawar,جاورچاور,,deccan,measurementagriculture,430,269,Attested in 19th century Asaf Jahi document: یک جاور زمین بگز رسمی,deccan,816.0
420,takhta,تخته,,indic,,453,270,"""sign-board; notice-board"" (tertiary definition)",india,528.0
421,taklifat,تکلیفات,,,,422,271,"""Feaasts organized by equal ranking nobility.""",,
422,taswib,تصویب,taṣwīb,,,423,272,"""Approved""; often written at the bottom of the page in a different sized nib, and usually abbreviated with just ص; meant that that approving authority approved the document's contents.",india,
423,mim kha,م خ,,,abbreviation,424,273,"The mim م indicates muqaddam, placed above a word that is out of over and should come after the word marked with خ muakhkhar.",,
424,ma'ni,معنی,,,,425,274,"In Indic legal documents, معنی usually refers to ""the matter at hand,"" ""the case,"" rather than ""meaning.""",india,
425,ma'ni,معنی,,,,460,274,"""the reason for writing on this matter is"": باعث تحریر در معنی آنکه",india,876.0
426,hal u istiqbal,حال و استقبال,,indic,formula,426,275,"Though استقبال means ""welcome"", in this context of the formula it refers to the future.",,
427,qit'aa,قطعه,,,agriculture,427,277,"Qit'aa is quite often used to mean a piece of land specifically, and therefore often followed by زمین",india,
428,qit'aa,قطعه,,,agriculture,750,277,участка,bukhara,1060.0
429,khilafat-martabat,خلافت مرتبت,,indic,honorific,428,278,"This term was used to refer to Mughal emperors in documents; however, it meant ""rank equal""; they were careful not to actually claim the rank of Caliph, which was left to the Ottomans.",mughals,
430,sad,ص,,,abbreviation,429,279,"﻿""The letter ص, which is of frequent occurrence in Mughal official documents, stands for sādiq, i.e. 'true, genuine, authentic'. It is generally taken to stand for sahai which also connotes, among other things, 'true' and 'authentic'.""",mughals,529.0
431,dam,دام,dām,,financialmoney,432,280,Can refer to a unit of land measurement.,india,
432,dam,دام,dām,,financialmoney,567,280,"A copper coin, less valuable than a rupee, (e.g. مبلغ ___ دام).",india,
433,abad-muddat,ابد مدت,,,honorific,433,281,Often modifying دولت: e.g. بدعای بقای دولت ابد مدت,mughals,
434,taghir,تغییر,,,,435,282,Often used in official Mughal documents to refer to the replacing of one official with another.,india,
435,arz u chahra,عرض و چهره,,,document_type,437,283,Description of the appearance of a person for the purposes of military recruitment and attendance.,mughals,
436,arz u chahra,عرض و چهره,,,document_type,438,283,These documents usually have the following heading: عرض و چهره ملازمان درگاه خلایق پناه,mughals,
437,dargah-i hala'iq-panah,درگاه خلایق پناه,,,royalformula,439,284,For instance arz u chahra documents usually begin with the following formula: These documents usually have the following heading: عرض و چهره ملازمان درگاه خلایق پناه,mughals,
438,jib-i khass,جیب خاص,,,royalfinancial,440,285,A fund for the king's personal usage.,india,
439,naw-nihal,نونهال,,,,441,287,Newly born children (attested in Delhi roznamcha).,,
440,naw-nihal,نونهال,,,,452,287,درخت جوان,,8.0
441,hundwihundi,هندیهندوی,,indic,financial,445,289,"""bill of exchange, money order""",india,528.0
442,haweli,حویلی,,,,446,290,"A mansion granted to high-ranking nobles. (E.g. Mughal princes had havelis.) They were large: had stables, often a place for elephants, servant quarters, etc.",india,
443,naqd,نقد,,,financial,447,291,"""fifty rupees cash"": پنجاه روپیه نقد",india,
444,siyaha,سیاهه,,,financialdocument_type,449,292,"""An account-book; a written account; a list, an inventory.""",,528.0
445,siyaha,سیاهه,,,financialdocument_type,450,292,"There are also hastily scrawled documents that seem to be a different genre or sub-genre, called the siyaha-huzur, which records audiences with the emperor.",,
446,siyaha,سیاهه,,,financialdocument_type,451,292,وعی از دفتر و حساب و آنرا روزنامه نیز گویند و در آن تفصیل اسباب خانه و رخوت و لباس باشد نویسند,iran,8.0
447,siyaha,سیاهه,,,financialdocument_type,563,292,"""'Siyāha Ḥużūr': It is a diary of day-to-day happenings at the Court, and includes such items as the time of public and private audience, orders in regards to grants, complaints, and various administrative matters."" Subahdars kept these in the provinces, for instance.",mughals,962.0
